[04Mar2025 01:51:37.196] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[04Mar2025 01:51:37.201] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.5 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[04Mar2025 01:51:38.311] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[04Mar2025 01:51:38.371] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/fefefwef/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[04Mar2025 01:51:38.406] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[04Mar2025 01:51:38.407] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/fefefwef
[04Mar2025 01:51:38.407] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/fefefwef/mods
[04Mar2025 01:51:38.408] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[04Mar2025 01:51:38.409] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/fefefwef/config/mods_optimizer/config.toml
[04Mar2025 01:51:38.443] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/fefefwef and mods dir /workspaces/fefefwef/mods for target SERVER in 34 ms.
[04Mar2025 01:51:38.443] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[04Mar2025 01:51:38.445] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~140 mods in /workspaces/fefefwef/mods with file extension .jar ...
[04Mar2025 01:51:38.494] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.integrated_cataclysm[1] section of the mods.toml file /workspaces/fefefwef/mods/integrated_cataclysm_forge-1.0.4+1.20.1.jar!
[04Mar2025 01:51:38.502] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for lootr from UNKNOWN to DEFAULT
[04Mar2025 01:51:38.507] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_gamerules from DEFAULT to SERVER
[04Mar2025 01:51:38.513] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.idas[1] section of the mods.toml file /workspaces/fefefwef/mods/idas_forge-1.10.3+1.20.1.jar!
[04Mar2025 01:51:38.515] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.integrated_api[1] section of the mods.toml file /workspaces/fefefwef/mods/integrated_api-1.5.2+1.20.1-forge.jar!
[04Mar2025 01:51:38.518] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.journeymap[0] section of the mods.toml file /workspaces/fefefwef/mods/journeymap-1.20.1-5.10.3-forge.jar!
[04Mar2025 01:51:38.519] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-10-06-18:58:23:
[04Mar2025 01:51:38.523] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/fefefwef/mods/FSang18's Heropack v10.1.1.jar, which is expected in some cases.
[04Mar2025 01:51:38.529] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterendisland[1] section of the mods.toml file /workspaces/fefefwef/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar!
[04Mar2025 01:51:38.534] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from DEFAULT to SERVER
[04Mar2025 01:51:38.550] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_player from DEFAULT to SERVER
[04Mar2025 01:51:38.552] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betteroceanmonuments[1] section of the mods.toml file /workspaces/fefefwef/mods/YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar!
[04Mar2025 01:51:38.561] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.integrated_villages[2] section of the mods.toml file /workspaces/fefefwef/mods/integrated_villages-1.2.0+1.20.1-forge.jar!
[04Mar2025 01:51:38.564] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterdeserttemples[1] section of the mods.toml file /workspaces/fefefwef/mods/YungsBetterDesertTemples-1.20-Forge-3.0.3.jar!
[04Mar2025 01:51:38.575] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.integrated_stronghold[2] section of the mods.toml file /workspaces/fefefwef/mods/integrated_stronghold-1.1.2+1.20.1-forge.jar!
[04Mar2025 01:51:38.577] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/fefefwef/mods/YungsApi-1.20-Forge-4.0.6.jar!
[04Mar2025 01:51:38.580] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterjungletemples[1] section of the mods.toml file /workspaces/fefefwef/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar!
[04Mar2025 01:51:38.590] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/fefefwef/mods/Patchouli-1.20.1-84.1-FORGE.jar!
[04Mar2025 01:51:38.594] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_core from DEFAULT to SERVER
[04Mar2025 01:51:38.599] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/fefefwef/mods/Echoes-of-Power-2.2.2.jar, which is expected in some cases.
[04Mar2025 01:51:38.604] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/fefefwef/mods/Heroes_Beta_Forge_Fabric_V.1.1.83.jar, which is expected in some cases.
[04Mar2025 01:51:38.608] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/fefefwef/mods/Project-Singular3.0.0.jar, which is expected in some cases.
[04Mar2025 01:51:38.611] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/fefefwef/mods/knights_of_britannia-0.7.2.jar, which is expected in some cases.
[04Mar2025 01:51:38.615] [main/ERROR] [Mods Optimizer/]: Error reading TOML file META-INF/mods.toml from java.util.jar.JarFile@31ddd4a4: java.lang.IllegalStateException: Invalid key on line 61: mixin.block.moving_block_shapes
[04Mar2025 01:51:38.616] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/fefefwef/mods/supplementaries-1.20-3.1.18.jar!
[04Mar2025 01:51:38.616] [main/ERROR] [Mods Optimizer/]: ⚠ Found no valid modId for /workspaces/fefefwef/mods/supplementaries-1.20-3.1.18.jar!
[04Mar2025 01:51:38.629] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterfortresses[1] section of the mods.toml file /workspaces/fefefwef/mods/YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar!
[04Mar2025 01:51:38.630] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/fefefwef/mods/HopoBetterMineshaft-[1.20.2-1.20.4]-1.2.2b.jar, which is expected in some cases.
[04Mar2025 01:51:38.634] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_spawn from DEFAULT to SERVER
[04Mar2025 01:51:38.638] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 6 data pack mods in 140 mods.
[04Mar2025 01:51:38.638] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 8 server mods in 140 mods.
[04Mar2025 01:51:38.639] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 126 default mods in 140 mods.
[04Mar2025 01:51:38.640] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[04Mar2025 01:51:38.640] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[04Mar2025 01:51:38.641] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[04Mar2025 01:51:38.642] [main/INFO] [Mods Optimizer/]: | saturn                             | 0.1.3                  | FORGE    | DEFAULT           | 2024-02-07 20:05:39 |
[04Mar2025 01:51:38.642] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_core   | 11.3.0                 | FORGE    | SERVER            | 2024-10-15 22:03:10 |
[04Mar2025 01:51:38.643] [main/INFO] [Mods Optimizer/]: | treechop                           | 0.19.0                 | FORGE    | UNKNOWN           | 2024-07-25 13:59:42 |
[04Mar2025 01:51:38.643] [main/INFO] [Mods Optimizer/]: | kubejs                             | 2001.6.5-build.16      | FORGE    | DEFAULT           | 2024-10-28 09:20:21 |
[04Mar2025 01:51:38.644] [main/INFO] [Mods Optimizer/]: | almanac                            | 1.0.2                  | FORGE    | SERVER            | 2025-03-02 01:57:29 |
[04Mar2025 01:51:38.644] [main/INFO] [Mods Optimizer/]: | alexsmobs                          | 1.22.9                 | FORGE    | DEFAULT           | 2025-03-02 01:57:27 |
[04Mar2025 01:51:38.645] [main/INFO] [Mods Optimizer/]: | bigbrain                           | 1.20.1-1.7.4           | FORGE    | DEFAULT           | 2024-06-14 22:05:21 |
[04Mar2025 01:51:38.645] [main/INFO] [Mods Optimizer/]: | geckolib                           | 4.7.0                  | FORGE    | DEFAULT           | 2024-12-28 02:27:11 |
[04Mar2025 01:51:38.646] [main/INFO] [Mods Optimizer/]: | playeranimator                     | 1.0.2-rc1+1.20         | FORGE    | UNKNOWN           | 2025-03-02 02:04:39 |
[04Mar2025 01:51:38.647] [main/INFO] [Mods Optimizer/]: | botarium                           | 2.3.4                  | FORGE    | DEFAULT           | 2025-03-02 01:58:56 |
[04Mar2025 01:51:38.647] [main/INFO] [Mods Optimizer/]: | knights_of_britannia               | 0.1.1                  | MIXED    | DATA_PACK         | 2025-03-02 02:02:51 |
[04Mar2025 01:51:38.648] [main/INFO] [Mods Optimizer/]: | ad_astra_dh                        | 1.1.0                  | FORGE    | UNKNOWN           | 2025-03-02 01:57:02 |
[04Mar2025 01:51:38.648] [main/INFO] [Mods Optimizer/]: | alexs_caves_plus                   | 0.0.0                  | FORGE    | UNKNOWN           | 2025-03-02 01:57:07 |
[04Mar2025 01:51:38.649] [main/INFO] [Mods Optimizer/]: | betteroceanmonuments               | 1.203.0-4              | FORGE    | UNKNOWN           | 2023-11-19 21:55:49 |
[04Mar2025 01:51:38.649] [main/INFO] [Mods Optimizer/]: | heroes                             | 1.1.83                 | MIXED    | DATA_PACK         | 2025-03-02 02:01:35 |
[04Mar2025 01:51:38.649] [main/INFO] [Mods Optimizer/]: | palladium                          | 4.1.9                  | FORGE    | DEFAULT           | 2025-02-19 19:19:37 |
[04Mar2025 01:51:38.650] [main/INFO] [Mods Optimizer/]: | sgoc                               | 2.2.2                  | MIXED    | DATA_PACK         | 2025-03-02 02:00:15 |
[04Mar2025 01:51:38.650] [main/INFO] [Mods Optimizer/]: | citadel                            | 2.6.1                  | FORGE    | DEFAULT           | 2024-12-18 09:11:09 |
[04Mar2025 01:51:38.651] [main/INFO] [Mods Optimizer/]: | placebo                            | 8.6.2                  | FORGE    | UNKNOWN           | 2024-06-10 00:10:20 |
[04Mar2025 01:51:38.652] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.20.2+mc1.20.1        | FORGE    | DEFAULT           | 2025-03-02 02:04:01 |
[04Mar2025 01:51:38.652] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.204.0-6              | FORGE    | UNKNOWN           | 2024-09-30 02:13:42 |
[04Mar2025 01:51:38.653] [main/INFO] [Mods Optimizer/]: | gateways                           | 4.2.6                  | FORGE    | UNKNOWN           | 2024-09-08 00:11:53 |
[04Mar2025 01:51:38.653] [main/INFO] [Mods Optimizer/]: | iceandfiredungeons                 | 1.0.1-1.20.1           | FORGE    | DEFAULT           | 2025-01-29 22:32:16 |
[04Mar2025 01:51:38.654] [main/INFO] [Mods Optimizer/]: | gravestonecurioscompat             | 2.1.0                  | FORGE    | UNKNOWN           | 2025-02-17 00:17:32 |
[04Mar2025 01:51:38.654] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_gamerules | 11.3.0                 | FORGE    | SERVER            | 2024-10-15 22:03:10 |
[04Mar2025 01:51:38.655] [main/INFO] [Mods Optimizer/]: | relics                             | 8.0.7                  | FORGE    | DEFAULT           | 2024-09-10 20:05:41 |
[04Mar2025 01:51:38.655] [main/INFO] [Mods Optimizer/]: | createdieselgenerators             | 1.20.1-1.2i            | FORGE    | DEFAULT           | 2024-06-05 18:06:03 |
[04Mar2025 01:51:38.656] [main/INFO] [Mods Optimizer/]: | sculkhorde                         | 1.20.1-0.9.23          | FORGE    | DEFAULT           | 2025-01-02 10:03:35 |
[04Mar2025 01:51:38.656] [main/INFO] [Mods Optimizer/]: | balm                               | 7.3.18                 | FORGE    | DEFAULT           | 2025-02-23 10:02:38 |
[04Mar2025 01:51:38.657] [main/INFO] [Mods Optimizer/]: | ramcompat                          | 0.1.4                  | FORGE    | DEFAULT           | 2024-08-01 11:16:51 |
[04Mar2025 01:51:38.658] [main/INFO] [Mods Optimizer/]: | carryon                            | 2.1.2-7                | FORGE    | DEFAULT           | 2023-11-19 22:01:15 |
[04Mar2025 01:51:38.658] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 11.1.136               | FORGE    | DEFAULT           | 2025-03-02 01:59:16 |
[04Mar2025 01:51:38.659] [main/INFO] [Mods Optimizer/]: | betterfortresses                   | 1.202.0-6              | FORGE    | UNKNOWN           | 2024-03-18 19:16:50 |
[04Mar2025 01:51:38.659] [main/INFO] [Mods Optimizer/]: | dummmmmmy                          | 2.0.6                  | FORGE    | DEFAULT           | 2025-03-04 01:36:34 |
[04Mar2025 01:51:38.660] [main/INFO] [Mods Optimizer/]: | ice_and_fire_delight               | 0.2.2                  | FORGE    | UNKNOWN           | 2025-03-04 01:36:34 |
[04Mar2025 01:51:38.660] [main/INFO] [Mods Optimizer/]: | fsang                              | 10.1.0                 | MIXED    | DATA_PACK         | 2025-03-02 02:01:05 |
[04Mar2025 01:51:38.661] [main/INFO] [Mods Optimizer/]: | farmersdelight                     | 1.20.1-1.2.7           | FORGE    | DEFAULT           | 2025-02-03 16:47:27 |
[04Mar2025 01:51:38.661] [main/INFO] [Mods Optimizer/]: | terramity                          | 0.9.8                  | FORGE    | UNKNOWN           | 2025-03-02 02:07:57 |
[04Mar2025 01:51:38.661] [main/INFO] [Mods Optimizer/]: | combatroll                         | 1.3.3+1.20.1           | FORGE    | DEFAULT           | 2025-03-02 01:58:59 |
[04Mar2025 01:51:38.662] [main/INFO] [Mods Optimizer/]: | curious_armor_stands               | 5.1.0                  | FORGE    | DEFAULT           | 2024-06-06 18:07:20 |
[04Mar2025 01:51:38.662] [main/INFO] [Mods Optimizer/]: | pantheonsent                       | 1.1.0                  | FORGE    | DEFAULT           | 2024-04-24 18:52:43 |
[04Mar2025 01:51:38.663] [main/INFO] [Mods Optimizer/]: | ironfurnaces                       | 4.1.6                  | FORGE    | DEFAULT           | 2024-03-05 12:21:46 |
[04Mar2025 01:51:38.663] [main/INFO] [Mods Optimizer/]: | integrated_cataclysm               | 1.0.4+1.20.1           | FORGE    | UNKNOWN           | 2025-01-18 11:28:20 |
[04Mar2025 01:51:38.664] [main/INFO] [Mods Optimizer/]: | resourcefulconfig                  | 2.1.3                  | FORGE    | DEFAULT           | 2025-03-04 01:27:35 |
[04Mar2025 01:51:38.664] [main/INFO] [Mods Optimizer/]: | lionfishapi                        | 2.4.0                  | FORGE    | DEFAULT           | 2024-11-17 22:13:16 |
[04Mar2025 01:51:38.665] [main/INFO] [Mods Optimizer/]: | servercore                         | 1.5.2+1.20.1           | FORGE    | UNKNOWN           | 2025-03-02 02:06:17 |
[04Mar2025 01:51:38.665] [main/INFO] [Mods Optimizer/]: | spark                              | 1.10.53                | FORGE    | DEFAULT           | 2025-03-02 02:07:15 |
[04Mar2025 01:51:38.665] [main/INFO] [Mods Optimizer/]: | alexsmobsinteraction               | 4.3.0                  | FORGE    | DEFAULT           | 2024-11-11 12:20:20 |
[04Mar2025 01:51:38.666] [main/INFO] [Mods Optimizer/]: | protection_pixel                   | 1.1.5                  | FORGE    | UNKNOWN           | 2025-03-02 02:05:10 |
[04Mar2025 01:51:38.666] [main/INFO] [Mods Optimizer/]: | curios                             | 5.12.1+1.20.1          | FORGE    | DEFAULT           | 2025-02-26 02:44:58 |
[04Mar2025 01:51:38.667] [main/INFO] [Mods Optimizer/]: | cataclysm                          | 2.56.0                 | FORGE    | DEFAULT           | 2025-02-19 12:53:59 |
[04Mar2025 01:51:38.667] [main/INFO] [Mods Optimizer/]: | patchouli                          | 1.20.1-84.1-FORGE      | FORGE    | UNKNOWN           | 2025-03-02 02:04:30 |
[04Mar2025 01:51:38.668] [main/INFO] [Mods Optimizer/]: | unknown-3ee7c684-982b-4503-9596-47c9abbd03d0 | 0.0.0                  | FORGE    | UNKNOWN           | 2025-03-04 01:22:22 |
[04Mar2025 01:51:38.668] [main/INFO] [Mods Optimizer/]: | attributeslib                      | 1.3.7                  | FORGE    | UNKNOWN           | 2024-08-15 23:08:23 |
[04Mar2025 01:51:38.669] [main/INFO] [Mods Optimizer/]: | witherstormmod                     | 4.2.1                  | FORGE    | DEFAULT           | 2024-08-11 17:12:59 |
[04Mar2025 01:51:38.669] [main/INFO] [Mods Optimizer/]: | chunkpregen                        | 4.4.4                  | FORGE    | DEFAULT           | 2024-07-10 00:15:19 |
[04Mar2025 01:51:38.669] [main/INFO] [Mods Optimizer/]: | integrated_simply_swords           | 1.2.1+1.20.1           | FORGE    | DEFAULT           | 2025-03-02 02:01:59 |
[04Mar2025 01:51:38.670] [main/INFO] [Mods Optimizer/]: | resourcefullib                     | 2.1.29                 | FORGE    | DEFAULT           | 2025-03-02 02:05:29 |
[04Mar2025 01:51:38.670] [main/INFO] [Mods Optimizer/]: | worldedit                          | 7.2.15+6463-5ca4dff    | MIXED    | DEFAULT           | 2025-03-02 20:59:32 |
[04Mar2025 01:51:38.671] [main/INFO] [Mods Optimizer/]: | architectury                       | 9.2.14                 | FORGE    | DEFAULT           | 2025-03-02 01:57:31 |
[04Mar2025 01:51:38.671] [main/INFO] [Mods Optimizer/]: | aiimprovements                     | 0.5.2                  | FORGE    | DEFAULT           | 2025-03-02 01:57:28 |
[04Mar2025 01:51:38.672] [main/INFO] [Mods Optimizer/]: | cupboard                           | 1.20.1-2.7             | FORGE    | DEFAULT           | 2024-06-24 22:44:28 |
[04Mar2025 01:51:38.672] [main/INFO] [Mods Optimizer/]: | betterendisland                    | 1.202.0-6              | FORGE    | UNKNOWN           | 2024-03-18 22:33:53 |
[04Mar2025 01:51:38.672] [main/INFO] [Mods Optimizer/]: | biomancy                           | 2.8.19-0               | FORGE    | DEFAULT           | 2024-11-07 00:11:03 |
[04Mar2025 01:51:38.673] [main/INFO] [Mods Optimizer/]: | p_sing                             | 1.0.0                  | MIXED    | DATA_PACK         | 2025-03-04 01:46:45 |
[04Mar2025 01:51:38.673] [main/INFO] [Mods Optimizer/]: | speedforce_by_yofadda              | 1.0.0                  | FORGE    | UNKNOWN           | 2025-03-02 02:07:15 |
[04Mar2025 01:51:38.674] [main/INFO] [Mods Optimizer/]: | hopo                               | 1.2.2                  | MIXED    | DATA_PACK         | 2025-03-02 02:01:32 |
[04Mar2025 01:51:38.674] [main/INFO] [Mods Optimizer/]: | letmedespawn                       | 1.4.4                  | FORGE    | SERVER            | 2025-03-02 02:02:46 |
[04Mar2025 01:51:38.675] [main/INFO] [Mods Optimizer/]: | createteleporters                  | 2.2.0                  | FORGE    | UNKNOWN           | 2025-03-02 02:00:11 |
[04Mar2025 01:51:38.675] [main/INFO] [Mods Optimizer/]: | betterjungletemples                | 1.202.0-5              | FORGE    | UNKNOWN           | 2024-05-09 23:08:40 |
[04Mar2025 01:51:38.676] [main/INFO] [Mods Optimizer/]: | arcane_abilities                   | 0.2.5                  | FORGE    | UNKNOWN           | 2025-02-19 20:57:16 |
[04Mar2025 01:51:38.676] [main/INFO] [Mods Optimizer/]: | mowziesmobs                        | 1.7.1                  | FORGE    | DEFAULT           | 2025-02-22 20:23:05 |
[04Mar2025 01:51:38.676] [main/INFO] [Mods Optimizer/]: | rhino                              | 2001.2.3-build.10      | FORGE    | UNKNOWN           | 2025-02-12 21:26:35 |
[04Mar2025 01:51:38.677] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_spawn  | 11.3.0                 | FORGE    | SERVER            | 2024-10-15 22:03:11 |
[04Mar2025 01:51:38.677] [main/INFO] [Mods Optimizer/]: | raccompat                          | 0.1.3                  | FORGE    | DEFAULT           | 2024-08-01 11:04:43 |
[04Mar2025 01:51:38.678] [main/INFO] [Mods Optimizer/]: | fastload                           | 3.4.0                  | FORGE    | DEFAULT           | 2023-08-15 12:03:02 |
[04Mar2025 01:51:38.679] [main/INFO] [Mods Optimizer/]: | integrated_villages                | 1.2.0+1.20.1-forge     | FORGE    | UNKNOWN           | 2025-03-02 02:02:19 |
[04Mar2025 01:51:38.679] [main/INFO] [Mods Optimizer/]: | octolib                            | 0.4.2                  | FORGE    | DEFAULT           | 2025-03-02 02:04:06 |
[04Mar2025 01:51:38.679] [main/INFO] [Mods Optimizer/]: | jei                                | 15.20.0-106            | FORGE    | DEFAULT           | 2025-03-02 02:02:48 |
[04Mar2025 01:51:38.680] [main/INFO] [Mods Optimizer/]: | xlpackets                          | 1.18.2-2.1             | FORGE    | UNKNOWN           | 2023-03-07 03:26:59 |
